game_id,turn_number,player,piece_moved,from_square,to_square,move_duration_sec,eval_score,is_promotion,promotion_piece
G20240901154700037,58,black,king,f6,a2,7.36,3.05,False,
G20240901154700037,59,white,rook,g4,g6,0.0,1.8,False,
G20240901154700037,60,black,rook,f3,e1,24.27,1.17,False,
G20240901154700037,61,white,rook,d2,d2,0.0,0.57,False,
G20240901154700037,62,black,pawn,b2,c1,16.4,-0.67,False,
G20240901154700037,63,white,pawn,h3,b1,0.0,-1.45,False,
G20240901154700037,64,black,queen,a6,d3,20.76,-0.1,False,
G20240901154700037,65,white,pawn,a3,d5,0.0,0.86,False,
G20240901154700037,66,black,king,c1,b7,15.44,-0.74,False,
G20240901154700037,67,white,pawn,f4,a7,0.0,0.67,False,
G20240901154700037,68,black,bishop,h7,c2,18.07,-0.59,False,
G20240901154700037,69,white,king,a1,c3,0.0,-0.21,False,
G20240901154700037,70,black,bishop,e5,b1,20.56,0.02,False,
G20240901154700037,71,white,knight,d5,d3,0.0,0.78,False,
G20240901154700037,72,black,bishop,g1,b7,15.3,-0.65,False,
G20240901154700037,73,white,pawn,d1,g8,0.0,-0.29,False,
G20240901154700037,74,black,bishop,f1,d8,23.28,0.12,False,
G20240901154700037,75,white,rook,h3,c5,0.0,1.34,False,
G20240901154700037,76,black,rook,b6,f2,22.55,0.06,False,
G20240901154700037,77,white,knight,a8,c4,0.0,-1.01,False,
G20240901154700037,78,black,knight,a5,c4,16.42,-1.44,False,
G20240901154700037,79,white,rook,g1,c1,0.0,-2.45,False,
G20240901154700037,80,black,rook,f7,g6,12.75,-1.61,False,
G20240901154700037,81,white,bishop,e3,d3,0.0,-2.01,False,
G20240901154700037,82,black,pawn,f6,g8,10.28,-1.76,False,
G20240901154700037,83,black,(end),??,??,0.0,1.76,False,
G20240901165600038,1,white,pawn,d2,d4,0.0,-0.58,False,
G20240901165600038,2,black,pawn,d7,d5,3.14,1.07,False,
G20240901165600038,3,white,pawn,c2,c4,0.0,2.87,False,
G20240901165600038,4,black,pawn,e7,e6,6.62,0.88,False,
G20240901165600038,5,white,rook,b7,a8,0.0,0.51,False,
G20240901165600038,6,black,knight,e4,d7,1.8,-0.2,False,
G20240901165600038,7,white,pawn,c8,e8,0.0,-1.3,False,
G20240901165600038,8,black,pawn,d2,e8,2.34,-2.6,False,
G20240901165600038,9,white,knight,f7,e4,0.0,-2.94,False,
G20240901165600038,10,black,queen,a5,e1,22.62,-5.1,False,
G20240901165600038,11,white,rook,a5,h1,0.0,-4.94,False,
G20240901165600038,12,black,knight,d7,d8,12.61,-3.34,False,
G20240901165600038,13,white,pawn,e3,c4,0.0,-2.66,False,
G20240901165600038,14,black,queen,f8,c2,28.82,-1.7,False,
G20240901165600038,15,white,pawn,d2,h3,0.0,-0.41,False,
G20240901165600038,16,black,pawn,d2,b6,29.75,-0.78,False,
G20240901165600038,17,white,queen,c8,d6,0.0,-1.43,False,
G20240901165600038,18,black,pawn,a3,f7,31.77,-1.43,False,
G20240901165600038,19,white,bishop,d2,g7,0.0,-0.98,False,
G20240901165600038,20,black,rook,a5,c8,34.32,-3.16,False,
G20240901165600038,21,white,rook,a1,d5,0.0,-4.56,False,
G20240901165600038,22,black,knight,g1,c1,11.17,-5.82,False,
G20240901165600038,23,white,knight,f6,f3,0.0,-6.25,False,
G20240901165600038,24,black,pawn,b4,a8,26.4,-7.25,False,
G20240901165600038,25,white,pawn,a7,f7,0.0,-4.52,False,
G20240901165600038,26,black,king,g8,h8,13.52,-3.63,False,
G20240901165600038,27,white,knight,a3,d7,0.0,-1.81,False,
G20240901165600038,28,black,rook,g6,e2,27.02,-1.71,False,
G20240901165600038,29,white,bishop,c4,d6,0.0,-1.97,False,
G20240901165600038,30,black,knight,d3,g5,10.53,-0.73,False,
G20240901165600038,31,white,rook,f6,e1,0.0,-0.8,False,
G20240901165600038,32,black,bishop,c5,h5,14.95,-0.33,False,
G20240901165600038,33,white,king,b8,a7,0.0,0.79,False,
G20240901165600038,34,black,pawn,c1,b8,7.31,0.56,False,
G20240901165600038,35,white,pawn,g4,a1,0.0,0.85,False,
G20240901165600038,36,black,bishop,f1,h3,28.45,3.03,False,
G20240901165600038,37,white,bishop,d5,a6,0.0,4.48,False,
G20240901165600038,38,black,bishop,c1,h5,4.88,4.22,False,
G20240901165600038,39,white,bishop,b3,h3,0.0,5.01,False,
G20240901165600038,40,black,pawn,e1,e7,26.67,1.98,False,
G20240901165600038,41,white,pawn,g5,d1,0.0,0.06,False,
G20240901165600038,42,black,pawn,f7,c2,21.99,1.04,False,
G20240901165600038,43,white,bishop,d4,a2,0.0,1.54,False,
G20240901165600038,44,black,rook,h8,c5,11.41,0.6,False,
G20240901165600038,45,white,pawn,e6,d2,0.0,2.21,False,
G20240901165600038,46,black,bishop,g3,f7,14.14,0.27,False,
G20240901165600038,47,white,rook,h1,c1,0.0,0.27,False,
G20240901165600038,48,black,knight,f6,b7,21.57,1.25,False,
G20240901165600038,49,white,pawn,d5,h2,0.0,0.51,False,
G20240901165600038,50,black,rook,e6,h1,11.84,0.33,False,
G20240901165600038,51,white,rook,h3,e6,0.0,1.27,False,
G20240901165600038,52,black,pawn,h4,f6,2.34,-0.61,False,
G20240901165600038,53,white,pawn,e4,a5,0.0,-0.94,False,
G20240901165600038,54,black,queen,h3,e4,10.73,0.38,False,
G20240901165600038,55,white,knight,d6,d8,0.0,-0.54,False,
G20240901165600038,56,black,queen,f8,a2,7.58,-0.48,False,
G20240901165600038,57,white,queen,f2,e4,0.0,0.33,False,
G20240901165600038,58,black,bishop,d8,e5,14.05,-1.46,False,
G20240901165600038,59,white,knight,e5,c3,0.0,-1.2,False,
G20240901165600038,60,black,pawn,c1,c2,15.41,-4.44,False,
G20240901165600038,61,white,queen,b3,c6,0.0,-4.29,False,
G20240901165600038,62,black,knight,e4,f6,20.19,-4.36,False,
G20240901165600038,63,white,rook,h3,h3,0.0,-5.07,False,
G20240901165600038,64,black,queen,a6,b3,6.45,-4.94,False,
G20240901165600038,65,white,rook,d7,b2,0.0,-3.14,False,
G20240901165600038,66,black,queen,h3,f6,24.95,-2.74,False,
G20240901165600038,67,white,pawn,h5,d7,0.0,-2.68,False,
G20240901165600038,68,black,queen,g6,c1,18.9,-3.51,False,
G20240901165600038,69,white,rook,f5,h2,0.0,-2.01,False,
G20240901165600038,70,black,pawn,h2,e7,16.18,-1.98,False,
G20240901165600038,71,white,queen,e4,h8,0.0,-0.93,False,
G20240901165600038,72,black,knight,g1,h7,15.8,-0.25,False,
G20240901165600038,73,white,rook,h4,a8,0.0,0.48,False,
G20240901165600038,74,black,pawn,f1,f4,7.02,1.22,False,
G20240901165600038,75,white,rook,a4,a1,0.0,-0.4,False,
G20240901165600038,76,black,bishop,a6,c6,12.05,-1.02,False,
G20240901165600038,77,white,pawn,g3,c4,0.0,-1.06,False,
G20240901165600038,78,black,bishop,a2,b3,11.46,-0.19,False,
G20240901165600038,79,white,rook,a2,h5,0.0,0.03,False,
G20240901165600038,80,black,pawn,c3,h6,9.2,-0.63,False,
G20240901165600038,81,white,queen,g1,c6,0.0,0.79,False,
G20240901165600038,82,black,pawn,g2,a4,3.27,1.62,False,
G20240901165600038,83,black,(end),??,??,0.0,-1.62,False,
G20240901133600039,1,white,pawn,d2,d4,2.24,0.97,False,
G20240901133600039,2,black,pawn,d7,d5,0.0,0.74,False,
G20240901133600039,3,white,pawn,c2,c4,5.73,0.28,False,
G20240901133600039,4,black,pawn,e7,e6,0.0,0.63,False,
G20240901133600039,5,white,rook,h1,d7,7.25,2.67,False,
G20240901133600039,6,black,bishop,d6,f6,0.0,3.22,False,
G20240901133600039,7,white,pawn,b7,g4,3.38,3.92,False,
G20240901133600039,8,black,bishop,h8,c6,0.0,2.85,False,
G20240901133600039,9,white,queen,c5,c3,5.67,4.95,False,
G20240901133600039,10,black,pawn,a5,h6,0.0,4.26,False,
G20240901133600039,11,white,pawn,h6,e3,15.91,4.24,False,
G20240901133600039,12,black,rook,e4,d8,0.0,3.5,False,
G20240901133600039,13,white,rook,h7,b2,29.9,3.41,False,
G20240901133600039,14,black,queen,a1,c8,0.0,1.71,False,
G20240901133600039,15,white,pawn,e1,g8,28.69,1.63,False,
G20240901133600039,16,black,bishop,g2,c3,0.0,1.52,False,
G20240901133600039,17,white,rook,e6,d2,31.09,1.76,False,
G20240901133600039,18,black,bishop,g1,f3,0.0,0.3,False,
G20240901133600039,19,white,pawn,e2,b2,20.84,0.88,False,
G20240901133600039,20,black,pawn,g7,d6,0.0,0.59,False,
G20240901133600039,21,white,pawn,e6,b5,11.37,0.7,False,
G20240901133600039,22,black,queen,g5,g7,0.0,-0.62,False,
G20240901133600039,23,white,pawn,e2,a1,26.48,0.77,False,
G20240901133600039,24,black,pawn,d5,g2,0.0,-0.21,False,
G20240901133600039,25,white,pawn,h1,e8,9.75,0.42,False,
G20240901133600039,26,white,(end),??,??,0.0,0.42,False,
G20240901120400040,1,white,pawn,e2,e4,0.0,-0.88,False,
G20240901120400040,2,black,pawn,c7,c5,6.93,-0.36,False,
G20240901120400040,3,white,pawn,g1,f3,0.0,-0.87,False,
G20240901120400040,4,black,pawn,d7,d6,3.97,1.08,False,
G20240901120400040,5,white,pawn,e5,d2,0.0,3.58,False,
G20240901120400040,6,black,knight,g5,e3,4.27,3.13,False,
G20240901120400040,7,white,rook,b4,h6,0.0,4.06,False,
G20240901120400040,8,black,pawn,h3,f7,7.42,3.51,False,
G20240901120400040,9,white,knight,g3,g1,0.0,3.67,False,
G20240901120400040,10,black,pawn,f4,g7,26.52,3.44,False,
G20240901120400040,11,white,pawn,a3,f2,0.0,4.79,False,
G20240901120400040,12,black,queen,g5,b6,23.6,6.35,False,
G20240901120400040,13,white,pawn,f6,e2,0.0,4.52,False,
G20240901120400040,14,black,pawn,b1,c5,8.34,3.96,False,
G20240901120400040,15,white,queen,f4,h5,0.0,5.17,False,
G20240901120400040,16,black,queen,d5,f1,13.48,2.64,False,
G20240901120400040,17,white,pawn,h2,c3,0.0,0.99,False,
G20240901120400040,18,black,pawn,c5,h8,16.14,0.72,False,
G20240901120400040,19,white,bishop,g1,b3,0.0,1.21,False,
G20240901120400040,20,black,pawn,c7,h2,32.36,1.94,False,
G20240901120400040,21,white,queen,h2,c4,0.0,2.71,False,
G20240901120400040,22,black,pawn,e2,h2,7.27,3.11,False,
G20240901120400040,23,white,knight,f7,h7,0.0,1.71,False,
G20240901120400040,24,black,bishop,g3,h1,17.37,0.32,False,
G20240901120400040,25,white,knight,b8,b3,0.0,0.1,False,
G20240901120400040,26,black,rook,e5,g2,9.47,-0.28,False,
G20240901120400040,27,white,pawn,b4,g2,0.0,1.12,False,
G20240901120400040,28,black,queen,a7,g1,32.9,0.64,False,
G20240901120400040,29,white,rook,g1,e6,0.0,-0.46,False,
G20240901120400040,30,black,rook,b7,f1,3.81,-0.08,False,
G20240901120400040,31,white,pawn,h7,g1,0.0,-0.28,False,
G20240901120400040,32,black,queen,d1,a4,13.05,-0.38,False,
G20240901120400040,33,white,pawn,a7,d4,0.0,-0.86,False,
G20240901120400040,34,black,rook,h1,g5,21.31,-1.9,False,
G20240901120400040,35,white,pawn,g7,b2,0.0,-1.34,False,
G20240901120400040,36,black,pawn,d7,d8,15.47,-3.87,False,
G20240901120400040,37,white,bishop,e8,g2,0.0,-3.34,False,
G20240901120400040,38,black,king,e3,h1,21.04,-4.6,False,
G20240901120400040,39,white,rook,b5,g8,0.0,-1.7,False,
G20240901120400040,40,black,bishop,h2,f8,17.84,-1.35,False,
G20240901120400040,41,white,rook,f4,g7,0.0,0.82,False,
G20240901120400040,42,black,king,h4,d5,8.58,2.23,False,
G20240901120400040,43,white,rook,d2,g4,0.0,2.47,False,
G20240901120400040,44,black,pawn,e6,f4,2.72,2.77,False,
G20240901120400040,45,white,rook,g3,d4,0.0,2.9,False,
G20240901120400040,46,black,rook,g4,d2,5.79,6.21,False,
G20240901120400040,47,black,(end),??,??,0.0,-6.21,False,
G20240901180100041,1,white,pawn,e2,e4,6.55,0.79,False,
G20240901180100041,2,black,pawn,c7,c5,0.0,0.73,False,
G20240901180100041,3,white,pawn,g1,f3,6.11,1.61,False,
G20240901180100041,4,black,pawn,d7,d6,0.0,0.48,False,
G20240901180100041,5,white,queen,b5,c1,2.56,-0.64,False,
G20240901180100041,6,black,rook,g6,a6,0.0,-1.08,False,
G20240901180100041,7,white,bishop,e2,d2,3.41,-1.41,False,
G20240901180100041,8,black,pawn,f8,f4,0.0,-1.06,False,
G20240901180100041,9,white,queen,d5,c8,5.81,0.42,False,
G20240901180100041,10,black,rook,g2,c2,0.0,-0.84,False,
G20240901180100041,11,white,queen,d2,b8,14.82,-0.08,False,
G20240901180100041,12,black,knight,c6,d4,0.0,1.0,False,
G20240901180100041,13,white,knight,d6,a6,3.04,1.94,False,
G20240901180100041,14,black,knight,h8,a2,0.0,2.7,False,
G20240901180100041,15,white,pawn,e4,h6,27.91,2.25,False,
G20240901180100041,16,black,knight,a7,c7,0.0,1.14,False,
G20240901180100041,17,white,pawn,d2,a2,13.66,1.43,False,
G20240901180100041,18,black,pawn,h4,b8,0.0,0.04,False,
G20240901180100041,19,white,bishop,h5,c3,28.0,-0.24,False,
G20240901180100041,20,black,knight,d5,h3,0.0,-1.93,False,
G20240901180100041,21,white,knight,g4,b6,22.28,-1.96,False,
G20240901180100041,22,black,bishop,f4,h1,0.0,-1.04,False,
G20240901180100041,23,white,pawn,e1,h8,12.26,-0.94,False,
G20240901180100041,24,black,pawn,h5,b4,0.0,-1.69,False,
G20240901180100041,25,white,pawn,h1,b7,30.95,-1.17,False,
G20240901180100041,26,black,pawn,h4,h7,0.0,-0.32,False,
G20240901180100041,27,white,pawn,a2,f5,17.75,-1.14,False,
G20240901180100041,28,black,queen,e4,f3,0.0,-1.2,False,
G20240901180100041,29,white,pawn,a8,a3,14.38,-1.83,False,
G20240901180100041,30,black,rook,e6,f5,0.0,-0.68,False,
G20240901180100041,31,white,bishop,h2,f8,26.17,-0.89,False,
G20240901180100041,32,black,knight,h7,h2,0.0,-2.42,False,
G20240901180100041,33,white,pawn,g5,a8,10.5,-1.42,False,
G20240901180100041,34,black,knight,e6,b8,0.0,-1.34,False,
G20240901180100041,35,white,rook,a5,d6,14.75,-1.79,False,
G20240901180100041,36,black,bishop,e8,a5,0.0,-0.77,False,
G20240901180100041,37,white,pawn,d5,b4,27.66,1.12,False,
G20240901180100041,38,black,pawn,b4,c8,0.0,1.48,False,
G20240901180100041,39,white,queen,e3,e1,15.14,0.27,False,
G20240901180100041,40,black,pawn,f3,f5,0.0,0.75,False,
G20240901180100041,41,white,rook,h2,f1,8.01,-0.41,False,
G20240901180100041,42,black,rook,f8,e2,0.0,0.3,False,
G20240901180100041,43,white,rook,a1,e3,17.38,-0.63,False,
G20240901180100041,44,black,pawn,g3,f8,0.0,0.45,False,
G20240901180100041,45,white,pawn,h7,h5,8.9,2.36,False,
G20240901180100041,46,black,pawn,g3,g7,0.0,0.43,False,
G20240901180100041,47,white,queen,g7,a7,10.08,1.91,False,
G20240901180100041,48,black,pawn,f1,c3,0.0,3.18,False,
G20240901180100041,49,white,bishop,h1,g7,4.82,0.92,False,
G20240901180100041,50,white,(end),??,??,0.0,0.92,False,
G20240901150900042,1,white,pawn,e2,e4,3.18,-0.63,False,
G20240901150900042,2,black,pawn,e7,e6,0.0,-0.89,False,
G20240901150900042,3,white,pawn,d2,d4,7.5,-0.88,False,
G20240901150900042,4,black,pawn,d7,d5,0.0,0.25,False,
G20240901150900042,5,white,bishop,e7,b5,7.29,-2.74,False,
G20240901150900042,6,black,pawn,c1,a3,0.0,-2.19,False,
G20240901150900042,7,white,pawn,c8,b6,3.15,-3.64,False,
G20240901150900042,8,black,rook,b1,a4,0.0,-2.94,False,
G20240901150900042,9,white,pawn,g3,f6,31.87,-3.28,False,
G20240901150900042,10,black,pawn,a4,h7,0.0,-3.22,False,
G20240901150900042,11,white,knight,e7,f7,21.37,-2.0,False,
G20240901150900042,12,black,knight,c6,a1,0.0,-1.29,False,
G20240901150900042,13,white,pawn,g1,c7,18.2,0.55,False,
G20240901150900042,14,black,pawn,d5,g7,0.0,0.83,False,
G20240901150900042,15,white,bishop,d1,c6,34.9,-0.6,False,
G20240901150900042,16,black,pawn,g4,e4,0.0,0.36,False,
G20240901150900042,17,white,pawn,e7,f2,27.92,1.85,False,
G20240901150900042,18,black,bishop,g4,g4,0.0,1.66,False,
G20240901150900042,19,white,pawn,d4,h1,25.7,1.6,False,
G20240901150900042,20,black,pawn,g6,h1,0.0,-0.61,False,
G20240901150900042,21,white,rook,e2,h1,7.13,-0.64,False,
G20240901150900042,22,black,knight,c4,h4,0.0,1.83,False,
G20240901150900042,23,white,pawn,h2,c7,30.13,4.45,False,
G20240901150900042,24,black,pawn,b7,a6,0.0,3.61,False,
G20240901150900042,25,white,pawn,a7,g7,34.46,1.87,False,
G20240901150900042,26,black,pawn,g2,d3,0.0,2.38,False,
G20240901150900042,27,white,pawn,a3,c8,19.8,2.83,False,
G20240901150900042,28,black,bishop,a2,a4,0.0,2.36,False,
G20240901150900042,29,white,rook,g6,c8,10.92,1.81,False,
G20240901150900042,30,black,queen,g8,a6,0.0,-0.09,False,
G20240901150900042,31,white,pawn,f2,e5,21.18,-0.99,False,
G20240901150900042,32,black,bishop,c3,d6,0.0,1.02,False,
G20240901150900042,33,white,rook,d6,f3,31.28,2.04,False,
G20240901150900042,34,black,king,h4,d4,0.0,2.29,False,
G20240901150900042,35,white,pawn,f1,e3,34.86,2.25,False,
G20240901150900042,36,black,pawn,d5,e4,0.0,2.25,False,
G20240901150900042,37,white,king,f5,f1,32.92,0.85,False,
G20240901150900042,38,black,bishop,d6,g1,0.0,-0.18,False,
G20240901150900042,39,white,pawn,g1,a2,27.64,-0.29,False,
G20240901150900042,40,black,knight,g2,a2,0.0,0.42,False,
G20240901150900042,41,white,bishop,a7,b6,7.6,0.37,False,
G20240901150900042,42,white,(end),??,??,0.0,0.37,False,
G20240901134000043,1,white,pawn,e2,e4,0.0,2.47,False,
G20240901134000043,2,black,pawn,e7,e6,3.25,2.18,False,
G20240901134000043,3,white,pawn,d2,d4,0.0,2.43,False,
G20240901134000043,4,black,pawn,d7,d5,2.59,2.03,False,
G20240901134000043,5,white,queen,b1,d7,0.0,1.94,False,
G20240901134000043,6,black,knight,c1,c4,4.57,1.21,False,
G20240901134000043,7,white,knight,e5,d4,0.0,1.69,False,
G20240901134000043,8,black,pawn,a8,a3,7.94,0.4,False,
G20240901134000043,9,white,knight,d8,d4,0.0,1.62,False,
G20240901134000043,10,black,knight,a5,f5,22.58,1.48,False,
G20240901134000043,11,white,bishop,g6,d2,0.0,1.38,False,
G20240901134000043,12,black,rook,d3,a8,24.96,3.12,False,
G20240901134000043,13,white,rook,c6,g4,0.0,3.45,False,
G20240901134000043,14,black,queen,e2,g4,13.94,4.08,False,
G20240901134000043,15,white,pawn,b7,f4,0.0,3.89,False,
G20240901134000043,16,black,bishop,b3,h4,25.37,2.14,False,
G20240901134000043,17,white,pawn,d7,f6,0.0,2.53,False,
G20240901134000043,18,black,bishop,f8,b6,17.59,1.85,False,
G20240901134000043,19,white,pawn,a2,h1,0.0,2.54,False,
G20240901134000043,20,black,pawn,a2,c2,24.76,2.19,False,
G20240901134000043,21,white,rook,d6,f8,0.0,2.52,False,
G20240901134000043,22,black,pawn,c4,b6,22.64,0.61,False,
G20240901134000043,23,white,pawn,b8,c3,0.0,2.29,False,
G20240901134000043,24,black,pawn,g8,h8,23.77,3.64,False,
G20240901134000043,25,white,rook,d7,f5,0.0,2.83,False,
G20240901134000043,26,black,pawn,a7,g3,11.34,4.89,False,
G20240901134000043,27,white,pawn,f5,h7,0.0,4.02,False,
G20240901134000043,28,black,pawn,h2,a5,25.84,3.21,False,
G20240901134000043,29,white,rook,g5,b6,0.0,2.38,False,
G20240901134000043,30,black,pawn,f2,f2,27.65,1.91,False,
G20240901134000043,31,white,rook,d1,e6,0.0,1.97,False,
G20240901134000043,32,black,knight,d1,g2,18.46,1.92,False,
G20240901134000043,33,white,pawn,d7,d1,0.0,3.11,False,
G20240901134000043,34,black,rook,d4,d6,14.44,3.22,False,
G20240901134000043,35,white,knight,g6,h8,0.0,2.97,False,
G20240901134000043,36,black,pawn,c5,g1,27.0,1.55,False,
G20240901134000043,37,white,king,d7,b6,0.0,0.73,False,
G20240901134000043,38,black,pawn,g6,e4,4.53,0.4,False,
G20240901134000043,39,white,rook,a4,g3,0.0,1.15,False,
G20240901134000043,40,black,bishop,f3,b7,31.22,1.26,False,
G20240901134000043,41,white,rook,a5,f4,0.0,0.88,False,
G20240901134000043,42,black,bishop,b3,h4,24.74,-0.97,False,
G20240901134000043,43,white,pawn,a3,b3,0.0,-1.88,False,
G20240901134000043,44,black,pawn,c1,a7,22.54,-0.9,False,
G20240901134000043,45,white,king,c2,c6,0.0,-3.25,False,
G20240901134000043,46,black,knight,a1,c8,10.65,-3.18,False,
G20240901134000043,47,white,knight,f7,b5,0.0,-3.81,False,
G20240901134000043,48,black,queen,b4,e7,13.46,-3.91,False,
G20240901134000043,49,white,pawn,c3,g7,0.0,-4.76,False,
G20240901134000043,50,black,rook,c2,c8,5.72,-3.73,False,
G20240901134000043,51,white,pawn,c4,g6,0.0,-3.97,False,
G20240901134000043,52,black,rook,e1,f8,9.15,-2.98,False,
G20240901134000043,53,white,pawn,e1,a7,0.0,-2.28,False,
G20240901134000043,54,black,queen,d3,b8,10.65,-1.98,False,
G20240901134000043,55,white,pawn,a3,g7,0.0,-2.88,False,
G20240901134000043,56,black,pawn,a4,a2,12.56,-4.41,False,
G20240901134000043,57,white,queen,e5,g2,0.0,-3.3,False,
G20240901134000043,58,black,pawn,b2,g3,20.97,-0.14,False,
G20240901134000043,59,white,rook,h8,g3,0.0,-0.74,False,
G20240901134000043,60,black,pawn,b5,f3,7.32,1.81,False,
G20240901134000043,61,white,rook,g7,h1,0.0,2.87,False,
G20240901134000043,62,black,queen,d8,c6,21.82,1.34,False,
G20240901134000043,63,white,queen,a6,c8,0.0,1.58,False,
G20240901134000043,64,black,king,f3,g8,24.71,3.93,False,
G20240901134000043,65,black,(end),??,??,0.0,-3.93,False,
G20240901184200044,1,white,pawn,d2,d4,0.0,0.96,False,
G20240901184200044,2,black,pawn,g8,f6,7.0,-1.06,False,
G20240901184200044,3,white,pawn,c2,c4,0.0,-1.17,False,
G20240901184200044,4,black,pawn,g7,g6,6.74,-2.84,False,
G20240901184200044,5,white,queen,e6,b3,0.0,-2.0,False,
G20240901184200044,6,black,knight,h6,b3,4.32,-0.41,False,
G20240901184200044,7,white,bishop,g5,a4,0.0,0.45,False,
G20240901184200044,8,black,pawn,h8,h6,2.29,0.07,False,
G20240901184200044,9,white,rook,f1,g7,0.0,-0.07,False,
G20240901184200044,10,black,rook,g7,f6,19.72,-1.83,False,
G20240901184200044,11,white,rook,c4,h7,0.0,-3.42,False,
G20240901184200044,12,black,pawn,f4,d2,27.02,-3.51,False,
G20240901184200044,13,white,queen,h6,e6,0.0,-1.18,False,
G20240901184200044,14,black,rook,f2,h8,29.38,-1.44,False,
G20240901184200044,15,white,knight,b8,h6,0.0,-1.59,False,
G20240901184200044,16,black,knight,h7,f5,6.38,-1.22,False,
G20240901184200044,17,white,pawn,a2,e4,0.0,-1.19,False,
G20240901184200044,18,black,pawn,c5,f6,23.66,-2.05,False,
G20240901184200044,19,white,bishop,h2,e1,0.0,-2.42,False,
G20240901184200044,20,black,pawn,c7,e4,16.62,-3.63,False,
G20240901184200044,21,white,pawn,f3,f5,0.0,-3.91,False,
G20240901184200044,22,black,bishop,e8,f6,29.08,-2.89,False,
G20240901184200044,23,white,bishop,e1,c3,0.0,-2.52,False,
G20240901184200044,24,black,bishop,c3,c6,20.48,-0.38,False,
G20240901184200044,25,white,bishop,h3,g8,0.0,-1.07,False,
G20240901184200044,26,black,rook,g4,e5,21.79,0.97,False,
G20240901184200044,27,white,pawn,d8,h8,0.0,0.74,False,
G20240901184200044,28,black,pawn,h8,b5,22.42,0.63,False,
G20240901184200044,29,white,pawn,c2,a3,0.0,2.03,False,
G20240901184200044,30,black,knight,c8,e2,12.19,0.52,False,
G20240901184200044,31,white,pawn,h7,g6,0.0,-0.68,False,
G20240901184200044,32,black,pawn,g1,f7,15.56,0.71,False,
G20240901184200044,33,white,pawn,f3,b2,0.0,2.54,False,
G20240901184200044,34,black,knight,a4,a4,34.63,3.07,False,
G20240901184200044,35,white,knight,d4,e6,0.0,1.68,False,
G20240901184200044,36,white,(end),??,??,0.0,1.68,False,
G20240901132800045,1,white,pawn,d2,d4,0.0,0.04,False,
G20240901132800045,2,black,pawn,g8,f6,7.26,1.14,False,
G20240901132800045,3,white,pawn,c2,c4,0.0,0.04,False,
G20240901132800045,4,black,pawn,g7,g6,3.5,-1.86,False,
G20240901132800045,5,white,queen,b1,b5,0.0,-1.04,False,
G20240901132800045,6,black,pawn,h6,b8,5.38,-2.22,False,
G20240901132800045,7,white,pawn,a1,a1,0.0,0.02,False,
G20240901132800045,8,black,knight,a5,a6,5.75,0.12,False,
G20240901132800045,9,white,pawn,e4,g5,0.0,-0.87,False,
G20240901132800045,10,black,rook,f1,h4,20.75,0.0,False,
G20240901132800045,11,white,pawn,d5,a4,0.0,0.94,False,
G20240901132800045,12,black,knight,g7,a4,20.12,1.51,False,
G20240901132800045,13,white,queen,c1,c8,0.0,1.9,False,
G20240901132800045,14,black,pawn,a8,c5,13.09,2.49,False,
G20240901132800045,15,white,pawn,h5,c6,0.0,0.45,False,
G20240901132800045,16,black,bishop,a5,g2,30.08,-0.96,False,
G20240901132800045,17,white,queen,d4,g3,0.0,-1.81,False,
G20240901132800045,18,black,pawn,c6,e3,19.14,-2.99,False,
G20240901132800045,19,white,pawn,d2,a2,0.0,-4.13,False,
G20240901132800045,20,black,queen,d7,h7,10.79,-3.94,False,
G20240901132800045,21,white,knight,f8,a3,0.0,-4.21,False,
G20240901132800045,22,black,bishop,d6,d3,4.91,-4.86,False,
G20240901132800045,23,white,pawn,e3,h2,0.0,-4.37,False,
G20240901132800045,24,black,knight,b4,b6,14.42,-3.69,False,
G20240901132800045,25,white,pawn,g1,c8,0.0,-2.75,False,
G20240901132800045,26,black,pawn,e5,d5,32.24,-3.32,False,
G20240901132800045,27,white,knight,g2,e5,0.0,-4.09,False,
G20240901132800045,28,black,queen,a1,b7,6.54,-3.99,False,
G20240901132800045,29,white,pawn,g4,e4,0.0,-4.22,False,
G20240901132800045,30,black,knight,h7,g6,29.66,-5.15,False,
G20240901132800045,31,white,knight,f1,a6,0.0,-4.51,False,
G20240901132800045,32,black,pawn,g5,c6,28.14,-4.77,False,
G20240901132800045,33,white,bishop,c2,a1,0.0,-4.76,False,
G20240901132800045,34,black,queen,f2,c8,12.62,-4.72,False,
G20240901132800045,35,white,knight,f1,e2,0.0,-6.14,False,
G20240901132800045,36,black,knight,a5,d6,19.37,-6.67,False,
G20240901132800045,37,white,knight,f6,f7,0.0,-6.63,False,
G20240901132800045,38,black,pawn,d8,g3,3.84,-6.82,False,
G20240901132800045,39,white,king,e1,b4,0.0,-6.65,False,
G20240901132800045,40,black,pawn,b8,d8,33.43,-7.08,False,
G20240901132800045,41,white,rook,g1,c5,0.0,-4.89,False,
G20240901132800045,42,black,knight,a6,b8,4.56,-5.23,False,
G20240901132800045,43,white,bishop,g8,e8,0.0,-5.13,False,
G20240901132800045,44,black,pawn,g8,c1,19.07,-3.76,False,
G20240901132800045,45,white,queen,f7,g6,0.0,-1.92,False,
G20240901132800045,46,black,pawn,a3,g1,20.26,-2.08,False,
G20240901132800045,47,white,pawn,d8,e4,0.0,-2.88,False,
G20240901132800045,48,black,knight,h4,b3,18.4,-2.6,False,
